session_pdf_url,session_year,session_date,session_pdf_text_path,session_pdf_download_status,proposal_name_from_session,proposal_gov_link,voting_details_json,session_parse_status,proposal_authors_json,proposal_document_url,proposal_document_type,proposal_document_local_path,proposal_doc_download_status,proposal_details_scrape_status,proposal_summary_general,proposal_summary_analysis,proposal_summary_fiscal_impact,proposal_summary_colloquial,proposal_category,proposal_summarize_status,proposal_approval_status,proposal_short_title,proposal_proposing_party,overall_status,last_error_message,last_processed_timestamp
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 1,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063446f764c324679626d56304c334e706447567a4c31684a53556c4d5a5763765247396a6457316c626e52766330466a64476c32615752685a47565159584a735957316c626e5268636938344d7a45794f5463784f53316d595749344c5451784e324d74596a49314e5330304f545a6b5a6a5a6d4e474d7a4e6d55755a47396a65413d3d&fich=83129719-fab8-417c-b255-496df6f4c36e.docx&Inline=true,,Success,[],,,,Skipped - No Document Link,Success (No Document Link Found),,,,,,,,,,Error - Proposal Details Scrape Failed,Proposal details scrape/download error: No downloadable document link (PDF/DOCX/DOC) found on proposal page.,2025-06-12T15:37:21.635938
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 2,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063446f764c324679626d56304c334e706447567a4c31684a53556c4d5a5763765247396a6457316c626e52766330466a64476c32615752685a47565159584a735957316c626e5268636938774d6a5a695a5755334f5331694d474d314c5452685a5449744f446b334e5330305a44566c4e6d4d795a47466b4e7a41755a47396a65413d3d&fich=026bee79-b0c5-4ae2-8975-4d5e6c2dad70.docx&Inline=true,,Success,[],,,,Skipped - No Document Link,Success (No Document Link Found),,,,,,,,,,Error - Proposal Details Scrape Failed,Proposal details scrape/download error: No downloadable document link (PDF/DOCX/DOC) found on proposal page.,2025-06-12T15:39:17.247204
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 3,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063446f764c324679626d56304c334e706447567a4c31684a53556c4d5a5763765247396a6457316c626e52766330466a64476c32615752685a47565159584a735957316c626e5268636938354e446c6b4d7a4a685969316c5a6a49304c54526d4d7a51744f4467324d69316c5a6a6b354f54497a4e32466a597a6b755a47396a65413d3d&fich=949d32ab-ef24-4f34-8862-ef999237acc9.docx&Inline=true,,Success,[],,,,Skipped - No Document Link,Success (No Document Link Found),,,,,,,,,,Error - Proposal Details Scrape Failed,Proposal details scrape/download error: No downloadable document link (PDF/DOCX/DOC) found on proposal page.,2025-06-12T15:39:18.168843
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 5,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063446f764c324679626d56304c334e706447567a4c31684a53556c4d5a5763765247396a6457316c626e52766330466a64476c32615752685a47565159584a735957316c626e5268636939684d546b3159546b325953316c4d4467324c5452684d6a4974596a68694e43316a4f4745315a6a63774f474d784e6a45755a47396a65413d3d&fich=a195a96a-e086-4a22-b8b4-c8a5f708c161.docx&Inline=true,,Success,[],,,,Skipped - No Document Link,Success (No Document Link Found),,,,,,,,,,Error - Proposal Details Scrape Failed,Proposal details scrape/download error: No downloadable document link (PDF/DOCX/DOC) found on proposal page.,2025-06-12T15:39:18.820928
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 6,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063446f764c324679626d56304c334e706447567a4c31684a53556c4d5a5763765247396a6457316c626e52766330466a64476c32615752685a47565159584a735957316c626e5268636938334d7a67324d3255314d693030595463324c54526c5a44457459544a695979316c4d546c6b4f544e6a5a6a4a684e4745755a47396a65413d3d&fich=73863e52-4a76-4ed1-a2bc-e19d93cf2a4a.docx&Inline=true,,Success,[],,,,Skipped - No Document Link,Success (No Document Link Found),,,,,,,,,,Error - Proposal Details Scrape Failed,Proposal details scrape/download error: No downloadable document link (PDF/DOCX/DOC) found on proposal page.,2025-06-12T15:39:19.508847
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 7,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063446f764c324679626d56304c334e706447567a4c31684a53556c4d5a5763765247396a6457316c626e52766330466a64476c32615752685a47565159584a735957316c626e5268636938354d544d334d6a6b784e5330304e325a6d4c5451345a6d517459574e694f4330355a4455774d6a68694e6a4934595751755a47396a65413d3d&fich=91372915-47ff-48fd-acb8-9d5028b628ad.docx&Inline=true,,Success,[],,,,Skipped - No Document Link,Success (No Document Link Found),,,,,,,,,,Error - Proposal Details Scrape Failed,Proposal details scrape/download error: No downloadable document link (PDF/DOCX/DOC) found on proposal page.,2025-06-12T15:39:21.342022
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 8,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063446f764c324679626d56304c334e706447567a4c31684a53556c4d5a5763765247396a6457316c626e52766330466a64476c32615752685a47565159584a735957316c626e5268636938774e7a686d4e6a41315a53316c4e545a6c4c5451344e6a6b74596a59314e5330324d4749784e444d334e47466c4f4749755a47396a65413d3d&fich=078f605e-e56e-4869-b655-60b14374ae8b.docx&Inline=true,,Success,[],,,,Skipped - No Document Link,Success (No Document Link Found),,,,,,,,,,Error - Proposal Details Scrape Failed,Proposal details scrape/download error: No downloadable document link (PDF/DOCX/DOC) found on proposal page.,2025-06-12T15:39:22.022967
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 9,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063446f764c324679626d56304c334e706447567a4c31684a53556c4d5a5763765247396a6457316c626e52766330466a64476c32615752685a47565159584a735957316c626e5268636938334e4459314f44566b4f5331694d7a566b4c5451794d5751744f546735597930304d574a685a6a55795a6a686d597a55755a47396a65413d3d&fich=746585d9-b35d-421d-989c-41baf52f8fc5.docx&Inline=true,,Success,[],,,,Skipped - No Document Link,Success (No Document Link Found),,,,,,,,,,Error - Proposal Details Scrape Failed,Proposal details scrape/download error: No downloadable document link (PDF/DOCX/DOC) found on proposal page.,2025-06-12T15:39:22.728757
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 10,http://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=40856,,Success,[],https://app.parlamento.pt/webutils/docs/doc.pdf?path=tv%252f8lSJuzW1pXKs0bGZX%252bYxCqCYzBWtvk88%252fU6%252bc2D2fOwYEZlmP5zkyUZpMoGHKlLHKwEMS3RWkrKp0pSOfkU4%252fQpsgwCUXfnyRazeIBjUGOOcIL%252bOl2IV73vDVuwYLxBElxQLrGU%252ffovIuXudSVCy9ugtUhepMjEwUe5LchlXNNcYSUyMxK4KWokoG6MwsUUYMQxO%252fGITeyz5TECm2k%252frr3g6LY8TJ07ddPZvIkZrF4uqUZXkMoq5fwKnLxPW9IjS9rS7VjEA9VnMrOKEb4GFM4JofTqQZDQU4BOvzu%252bbVEiihe5Kf%252bYaV6N%252f4uttnmKbdEW%252fIsQZa7d1yedZGAYupiKEkSMkg7272ALFtUwarjW4O03dYV4hXTQUoZSgB&fich=169ba478-8758-459e-a13f-8e6e8d15e367.doc&Inline=true,PDF,data/proposal_docs/proposal_40856_formato_PDF.pdf,Success,Success (Document Downloaded),"Esta proposta de lei, apresentada pelo PAN, visa alterar a Lei de Proteção dos Animais (Lei n.º 92/95) para proibir explicitamente a prática do ""tiro ao voo"". Esta atividade consiste no disparo contra aves, como pombos, criadas em cativeiro e depois libertadas com o único propósito de servirem de alvo para serem abatidas. O documento argumenta que esta prática constitui uma violência injustificada contra os animais, resultando na sua morte ou ferimentos graves, e defende a sua proibição definitiva em Portugal, alinhando-se com a legislação de outros países europeus e com os princípios de bem-estar animal.","O documento apresenta uma argumentação sólida e coesa. A proposta de proibição do ""tiro ao voo"" está diretamente alinhada com o objetivo declarado de proteger a vida e integridade física dos animais, eliminando uma prática considerada violenta e desnecessária. Não se detetam inconsistências lógicas, uma vez que a justificação para a proibição é reforçada por referências à Lei de Proteção dos Animais vigente, a normativos internacionais e a pareceres jurídicos que sublinham a falta de justificação para tal atividade. A implementação proposta, que consiste na adição explícita desta prática à lista de atos proibidos na lei, é uma medida direta e eficaz para alcançar o objetivo declarado de cessar esta violência.","O impacto fiscal desta proposta é considerado negligenciável. A proibição do ""tiro ao voo"" implica uma alteração legislativa que não exige a criação de novas estruturas governamentais, programas de despesa significativos ou novas fontes de receita. Os custos associados à fiscalização da proibição, caso existam, seriam mínimos e integrados nas competências e recursos existentes das autoridades de fiscalização e aplicação da lei. Não se prevê um aumento ou diminuição relevante nas despesas ou receitas públicas como resultado direto desta proposta.","Ora, o pessoal do PAN quer acabar com aquela prática em que se largam pombos (ou outras aves) para lhes atirar, tipo desporto, só para os matar. Acham que é uma barbaridade sem sentido, que os animais sofrem desnecessariamente e que já é proibido noutros sítios da Europa. Por isso, querem mudar a lei para que seja oficial: é proibido e pronto.","[3, 6]",Success,,Proibição de Tiro ao Voo de Aves Cativas,PAN,Success,,2025-06-12T15:39:23.447860
https://app.parlamento.pt/WebUtils/docs/doc.pdf?Path=f0XP9IYYRsdm2ZRK8AozWET%2fNu2sBqWrlv1%2f%2bP8Cg4qVSEVdFvZX%2fJ3UnK%2bbMZThS4udYwr8LtcD4w6yiptUnlWewuY3jrtrODcmYj78iFT7FOz5fitGru%2bjehw7w1B8vBxulfOTF5d0WSW6rvTVQWMKSfDaoaJxpQ3j%2bAzrfUWlOfg%2fSL49bz3fARt18sN%2f3GEQwk3TRKjcY88JyNl0FctXHmixSCuX%2fUrCOi0Ck7orMLoW1gLkhtHAlLdNd0vMsZB85nh9lIkT39%2bk1SFfh6hs88NTYA9bqK24lce8xxBN97hTATOlEpvsasMLGW7JoGKtCaI1YqjaWkrsIvcRdcT8mMout%2bx6OCVjsElMtYpr%2fC08n8Tns1aIfjoKwhjqDzkc0JWxpiJo59Gxi1em4n8uCq52CB%2b3WCMIvvWytI0bp4nUWHR%2ftew99Ix1aGyy&Fich=XIII_2_35_2017-01-06_2017-01-06.pdf&Inline=true,2017,2017-01-06,,Success,PROPOSTA 11,http://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=40847,,Success,[],https://app.parlamento.pt/webutils/docs/doc.pdf?path=dcBODQ9o3jLsb9tK%252bpZ4SIGHzGx6%252bAVS%252bbho6zN37J2SSpAfekXIbrewSjIJbvpe69VtIPXFFXQ4JVOOx0KTeKqPo2IglR%252fcGVv1BVvA85WCbiqQjoMpQW3gXzbTUBwhnCLbBNhhfTWbnj9ywrxS%252bWWwjYQJ5NfegHjsPAHcis0Ty4gDTusBep5CrxCzOUV6%252fSoJjS5gxYsPXuShJAOxmoDmgFsGP3gknxBUf9Tu%252fQoplGA8O%252fk%252f%252bStX9w%252fFJrDxCIa718vL3VARo3J76lEYGI2mFXsDq7Ncfbs33Ti3EeJlDjfdsTHZ7%252bvUZ7u1FbZNptcqNg4gDdS0JhQu%252ftuOv8a7j2k4pDGitrDAwJkuzXA%253d&fich=bf592d56-c0da-429d-894a-ffb706b9953d.doc&Inline=true,PDF,data/proposal_docs/proposal_40847_formato_PDF.pdf,Success,Success (Document Downloaded),"Esta proposta legislativa visa salvaguardar o direito fundamental e universal à água, defendendo a sua gestão pública e proibindo a sua privatização ou mercantilização. O objetivo é assegurar que a captação, tratamento, distribuição de água para consumo público e o saneamento de águas residuais sejam da exclusiva responsabilidade de entidades públicas. A iniciativa pretende reverter os processos de privatização que, segundo o proponente, resultaram na degradação dos serviços, aumento de custos e perda de controlo democrático, garantindo a qualidade e acessibilidade da água para todos os cidadãos e a sua preservação ambiental.","O documento fornece uma análise crítica pormenorizada sobre os efeitos negativos das privatizações dos serviços de água em Portugal, apontando para a degradação da qualidade do serviço, falta de investimento, aumento de custos e tarifas, destruição de postos de trabalho e degradação ambiental. A proposta é consistente com o seu objetivo, ao instituir um conjunto de medidas que visam explicitamente reverter estas tendências, como a proibição da mercantilização da água, a gestão exclusiva por entidades públicas e a revisão de contratos de concessão existentes. A argumentação é reforçada pela menção a exemplos internacionais de remunicipalização, sugerindo que a reestatização ou remunicipalização é um caminho viável e benéfico. As disposições legais propostas alinham-se diretamente com o objetivo de assegurar o direito à água e a gestão pública, não apresentando inconsistências internas.","Esta proposta deverá ter um impacto fiscal misto, mas com uma perspetiva de benefício líquido para o Estado e para os cidadãos a médio e longo prazo. A eliminação da mercantilização da água e a reversão de concessões privadas implicariam uma redução de custos para o Estado, nomeadamente ao cessar a garantia de lucros e taxas de rendibilidade a entidades privadas, que são descritos como um ""negócio ruinoso para o Estado e para os portugueses"". O documento sugere que as privatizações resultaram no aumento de custos operacionais e tarifas, pelo que a gestão pública poderá conduzir a uma otimização de recursos e, eventualmente, a uma redução das tarifas para os consumidores. Isso poderia traduzir-se numa diminuição da receita governamental proveniente de tarifas, mas também numa eliminação de despesas associadas a garantias e supervisão de contratos privados. A gestão pública direta exigirá investimento em infraestruturas, mas o controlo total dos lucros e do reinvestimento no próprio sistema público pode gerar poupanças e um impacto fiscal positivo ao evitar a drenagem de fundos para o setor privado.","Então, esta proposta do PCP é para acabar com a história de a água ser um negócio para os privados. Eles dizem que a água é para toda a gente e que deve ser gerida pelo Estado e pelos municípios, porque quando foi privatizada, o serviço ficou uma porcaria e mais caro para nós. A ideia é garantir que ninguém fique sem água por não ter dinheiro e que a qualidade seja top, sem pensar em lucros. É tipo, tirar a água das mãos dos tubarões e devolvê-la ao povo, para o bem de todos e do ambiente.","[0, 3, 4, 5, 6, 9]",Success,,Proteção do Direito à Água e Gestão Pública,PCP,Success,,2025-06-12T15:39:43.349222
